Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"20,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"35,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"22,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,BULLITT,29,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"17,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"18,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"14,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"18,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"9,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"21,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"16,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"20,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"17,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"12,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"9,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"22,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,500,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,300,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,HARLAN,95,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOTT,119,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOX,121,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"10,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LESLIE,131,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,100,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEWIS,135,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MARTIN,159,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,300,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PERRY,193,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,500,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"30,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,DAVIESS,59,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,HANCOCK,91,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,HENDERSON,101,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,HOPKINS,107,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,LOGAN,141,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"13,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MCLEAN,149,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,MUHLENBERG,177,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,OHIO,183,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,SIMPSON,213,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,TODD,219,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,UNION,225,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,MIDWESTERN,20,WEBSTER,233,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,BOONE,15,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,BRACKEN,23,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,CAMPBELL,37,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,CARROLL,41,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,GALLATIN,77,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,GRANT,81,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,HENRY,103,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"12,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,KENTON,117,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,OLDHAM,185,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,OWEN,187,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,PENDLETON,191,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,NORTHERN,40,TRIMBLE,223,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,BALLARD,7,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,CALLOWAY,35,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,CARLISLE,39,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,FULTON,75,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,200,
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,GRAVES,83,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,HICKMAN,105,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,LIVINGSTON,139,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, (D),
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,LYON,143,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,MARSHALL,157,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,MCCRACKEN,145,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,KENTUCKY,21,PURCHASE,10,TRIGG,221,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,900",
